He2r_2.9m        0.13
H1r_4.1m         2.81
Mg4_4.5m        4.18
Ar6_4.5m        1.82
Mg5_5.6m        4.76
Ne6_7.65m        0.52
Ar5_7.9m        0.75
Ar3_9.0m        2.27
S4_10.5m        27.4
Ne2_12.8m       1.50
Ar5_13.1m       1.25
Mg5_13.5m       0.52
Ne5_14.3m       24.0
Ne3_15.6m       32.2
S3_18.7m        5.55
Ne5_24.3m       21.3
O4_25.9m        84.2
S3_33.5m        2.40
Ne3_36.0m       3.56
O3_51.8m        28.4
N3_57.4m        4.53
O3_88.3m        8.06
